"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Low Recruitment of Trees Dispersed by Animals in African Forest Fragments","https://scispace.com/paper/cordeiro-and-howe-2001-low-recruitment-of-trees-dispersed-by-o9urs8r4","2001","","Conservation Biology","N. J. Cordeiro
H. F. Howe","","https://scispace.com/records/cordeiro-and-howe-2001-low-recruitment-of-trees-dispersed-by-o9urs8r4","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on animal‑dispersed tree recruitment in Eastern Arc fragments; no primate, genetic, or phylogenetic analyses, only limited geographic relevance.","We investigated the effects of forest fragmentation on the disappearance of fruit-eating animals and the recruitment of animal-, wind-, and gravity-dispersed trees in 80-year-old forest patches in the East Usambara Mountains of Tanzania. We compared adult and juvenile trees in forest transects in a 3500-ha submontane forest with those in four forest fragments of 521, 30, 9, and 0.5 ha. Preliminary results show that recruitment of seedlings and juveniles of 31 animal-dispersed tree species was more than three times greater in continuous forest and large forest fragments (≥30 ha) than in small forest fragments (≤9 ha), whereas recruitment of eight wind- and gravity-dispersed trees of the forest interior was unaffected. Recruitment of 10 endemic, animal-dispersed tree species was 40 times lower in small fragments than in continuous forest or large fragments. Counts of diurnal primates and birds in all five sites indicated that frugivorous species have declined with decreasing fragment size. These results are consistent with the idea that loss of dispersal agents depresses tree recruitment in the course of forest fragmentation."
"Habitat fragmentation, patterns of diversity and phylogeography of small mammal species in the Albertine rift","https://scispace.com/paper/habitat-fragmentation-patterns-of-diversity-and-3t3xlez99w","2011","Dissertation","","Prince K. Kaleme","","https://scholar.sun.ac.za/bitstream/10019.1/18110/2/kaleme_habitat_2011.pdf","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on small mammals in the Albertine Rift, not galagos; lacks multilocus trees, coalescent models, and primate‑specific conservation or phylogeography. Only regional relevance is geographic.",""
"Dispersal to or from an African biodiversity hotspot?","https://scispace.com/paper/blackburn-and-measey-2009-dispersal-to-or-from-an-african-463lwhsu","2009","","Molecular Ecology","D. C. Blackburn
G. J. Measey","10.1111/j.1365-294X.2009.04156.x","https://scispace.com/records/blackburn-and-measey-2009-dispersal-to-or-from-an-african-463lwhsu","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on general phylogeographic evidence for the Eastern Arc hotspot, without galago-specific data, multilocus trees, or coalescent modeling; only loosely tied to East African region.","Biodiversity hotspots are centres of endemism and thus contain many range-restricted species. In addition, within these hotspots occur widespread species that might have originated within a hotspot before dispersing to neighbouring or distant regions. We test this hypothesis with a phylogeographic analysis of a miniature leaf litter frog, Arthroleptis xenodactyloides, that has a large distribution throughout the Eastern Arc biodiversity hotspot and other regions in East Africa. Maximum-likelihood and Bayesian estimates of the mitochondrial gene phylogeny are used as a proxy for understanding the evolutionary history of diversification and the historical relationships between populations. The north-south range of this species extends for approximately 1900 km; our sampling covers approximately 85% of this range. Using phylogenetic comparative methods, we estimate the region of origin and direction of dispersal within A. xenodactyloides. We compare contrasting hypotheses of latitudinal range expansion using bayes factors. The ancestral region of origin of A. xenodactyloides is reconstructed as having occurred within the Eastern Arc before dispersing southwards into the southern Rift Mountains, probably in the Pleistocene. The phylogeographic structure within this leaf litter frog is surprisingly similar to that of forest birds, revealing that similar geographic features might have had a driving role in diversification of these very dissimilar taxa. Latitudinal expansion occurred early in the evolutionary history of A. xenodactyloides, which may indicate that physiological adaptation facilitated its wide geographic distribution."
"Affinities of the Canthonini dung beetles of the Eastern Arc Mountains","https://scispace.com/paper/affinities-of-the-canthonini-dung-beetles-of-the-eastern-arc-4nz29ot1rd","2014","Journal Article","Organisms Diversity & Evolution","Sukoluhle Mlambo
Catherine L. Sole
Clarke H. Scholtz","10.1007/S13127-013-0158-Y","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on dung beetles, not primates; lacks multilocus, coalescent, and genetic marker analyses. Only shares East African region, yielding low overall relevance.",""
"Physiological and behavioural responses to habitat fragmentation by black lion tamarins","https://scispace.com/paper/Svee33njmSgJ","","","","O Kaisin
L Culot
P Poncin
F Brotcorne","","https://orbi.uliege.be/bitstream/2268/229437/1/Newsletter%2038%20-%20AUGUST%202018.pdf","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on physiological/behavioural impacts of fragmentation on South‑American black‑lion tamarins; lacks African galagos, genetic analyses, and diversification modeling.",""
"Small Mammal Distribution And Diversity Along The Coastal Forests Of Eastern Africa","https://scispace.com/paper/rttFucXsWMcJ","","","","NE Mbije
LZ Mcharo
DJ Kavana","","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on small mammals' distribution in East African coastal forests; mentions genetics only as a recommendation, no primate, phylogenetic, or conservation‑genetic analyses.",""
"A new genus of African Acrometopini (Tettigoniidae: Phaneropterinae) based on morphology, chromosomes, acoustics, distribution, and molecular data, and the description of a new species","https://scispace.com/paper/a-new-genus-of-african-acrometopini-tettigoniidae-42rpjqhvnc","2010","Journal Article","Zoological Journal of the Linnean Society","Claudia Hemp
Kjetil L. Voje
Klaus-Gerhard Heller
Elżbieta Warchałowska-Śliwa
Andreas Hemp","10.1111/J.1096-3642.2009.00542.X","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes a new insect genus from East African mountains; no primates, no multispecies coalescent or multilocus species‑tree work, and lacks conservation focus.",""
"Discovery and full genome characterization of two highly divergent simian immunodeficiency viruses infecting black-and-white colobus monkeys (Colobus guereza) in Kibale National Park, Uganda.","https://scispace.com/paper/24139306","2013","Journal Article","Retrovirology","Lauck
Switzer
Sibley
Hyeroba
Tumukunde
Weny
Taylor
Shankar
Ting
Chapman
Friedrich
Goldberg
O'Connor","10.1186/1742-4690-10-107","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4016034/pdf","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on SIV discovery in colobus monkeys, not galagos; uses viral sequencing, not multilocus phylogenetics; limited relevance to East African location only.","African non-human primates (NHPs) are natural hosts for simian immunodeficiency viruses (SIV), the zoonotic transmission of which led to the emergence of HIV-1 and HIV-2. However, our understanding of SIV diversity and evolution is limited by incomplete taxonomic and geographic sampling of NHPs, particularly in East Africa. In this study, we screened blood specimens from nine black-and-white colobus monkeys (Colobus guereza occidentalis) from Kibale National Park, Uganda, for novel SIVs using a combination of serology and ""unbiased"" deep-sequencing, a method that does not rely on genetic similarity to previously characterized viruses."
"An ichthyological borderland: The fishfauna of Nyungwe National Park and surroundings (Rwanda, East Africa).","https://scispace.com/paper/40830305","2025","Journal Article","Journal of fish biology","Maetens
Mukungilwa
Kasangaki
Boom
Nshimiyumuremyi
Munyandamutsa
Clausnitzer
Vranken
Snoeks
Van Steenberge","10.1111/jfb.70185","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on fish fauna in Rwanda; no primate genetics, phylogenetics, or conservation content. Geographic region matches East Africa but relevance limited to ichthyology.","Nyungwe National Park (NP) is a mountainous region situated in the southwestern part of Rwanda on Congo-Nile watershed. In spite of the high biodiversity in primates, birds and plants, no fish were reported to occur in the park, probably because of the cold temperatures of the rivers. An expedition in 2022 examined the fish diversity within the Nyungwe NP and its buffer zones. Additional sampling was performed in the main river draining the park into Lake Kivu: the Kamiranzovu. Three hundred and twenty specimens belonging to 13 species were collected. Specimens were collected only in the western part of the park, draining towards the Congo basin. The diversity within the park proper was limited to two putative species within the complex of Amphilius cf. kivuensis, which were caught on either side of the Kivu-Rusizi watershed. In contrast, a higher fish diversity, including one clariid species and two species of Enteromius, was observed in the rivers at a lower altitude of the buffer zone. However, the highest species diversity was found near the mouth of Kamiranzovu River, including 11 species, of which 4 were non-native: the guppy Poecilia reticulata, Astatotilapia burtoni, the blue-spotted tilapia Oreochromis leucosticus and the Egyptian mouth-brooder Pseudocrenilabrus multicolor."
"Molecular diversity of entodiniomorphid ciliate Troglodytella abrassarti and its coevolution with chimpanzees.","https://scispace.com/paper/22576323","2012","Journal Article","American journal of physical anthropology","Vallo
Petrželková
Profousová
Petrášová
Pomajbíková
Leendertz
Hashimoto
Simmons
Babweteera
Machanda
Piel
Robbins
Boesch
Sanz
Morgan
Sommer
Furuichi
Fujita
Matsuzawa
Kaur
Huffman
Modrý","10.1002/ajpa.22067","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on a ciliate mutualist of chimpanzees, not on galagos or their genetics; lacks multilocus species‑tree, coalescent, or conservation analyses.","The entodiniomorphid ciliate Troglodytella abrassarti is a colonic mutualist of great apes. Its host specificity makes it a suitable model for studies of primate evolution. We explored molecular diversity of T. abrassarti with regard to large geographical distribution and taxonomic diversity of its most common host, the chimpanzee. We found a very low diversification of T. abrassarti in chimpanzees across Africa. Distribution of two types of T. abrassarti supports evolutionary separation of the Western chimpanzee, P. t. verus, from populations in Central and East Africa. Type I T. abrassarti is probably a derived form, which corresponds with the Central African origin of chimpanzees and a founder event leading to P. t. verus. Exclusivity of the respective types of T. abrassarti to Western and Central/Eastern chimpanzees corroborates the difference found between an introduced population of presumed Western chimpanzees on Rubondo Island and an autochthonous population in mainland Tanzania. The identity of T. abrassarti from Nigerian P. t. ellioti and Central African chimpanzees suggests their close evolutionary relationship. Although this contrasts with published mtDNA data, it corroborates current opinion on the exclusive position of P. t. verus within the chimpanzee phylogeny. The type of T. abrassarti occurring in Central and East African common chimpanzee was confirmed also in bonobos. This may point to the presence of an ancestral Type II found throughout the Lower Guinean rainforest dating back to the common Pan ancestor. Alternatively, the molecular uniformity of T. abrassarti may imply a historical overlap of the species' distribution ranges."
"A taxonomic revision of the small catarrhine primates from the early Miocene of East Africa.","https://scispace.com/paper/3234984","1988","Journal Article","Folia primatologica; international journal of primatology","Harrison","10.1159/000156334","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on fossil catarrhine taxonomy from early Miocene East Africa; lacks molecular data, galago taxa, conservation or coalescent analyses, limiting relevance to most criteria.","This paper presents a detailed systematic revision of the small catarrhine primates from the early Miocene of East Africa, recovered from sites in Western Kenya and in Uganda dated at between 22 and 17 m.y. Revised diagnoses and amended hypodigms for each of the species are presented. In addition to the currently identified taxa, Limnopithecus legetet Hopwood, 1933, Dendropithecus macinnesi (Le Gros Clark and Leakey, 1950) and Micropithecus clarki Fleagle and Simons, 1978, two further species are recognized. Limnopithecus evansi (MacInnes, 1943) is resurrected as a valid species, based primarily on previously described material from Songhor, and a new genus, Kalepithecus, is described here for the first time, in order to accommodate distinctive material from Songhor and Koru. The distribution of each species in time and space, and the phylogenetic relationships, are discussed in the light of this taxonomic revision."
"The Distribution of Ki-67 and Doublecortin-Immunopositive Cells in the Brains of Three Strepsirrhine Primates: Galago demidoff, Perodicticus potto, and Lemur catta.","https://scispace.com/paper/29289719","2018","Journal Article","Neuroscience","Fasemore
Patzke
Kaswera-Kyamakya
Gilissen
Manger
Ihunwo","10.1016/j.neuroscience.2017.12.037","","- **Relevance Score:** 2/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses immunohistochemistry to map Ki-67 and DCX cells in three strepsirrhine brains; no phylogenetic, genetic, or conservation analyses, and only a single non‑dwarf galago species is included.","This study investigated the pattern of adult neurogenesis throughout the brains of three prosimian primate species using immunohistochemical techniques for endogenous markers of this neural process. Two species, Galago demidoff and Perodicticus potto, were obtained from wild populations in the primary rainforest of central Africa, while one species, Lemur catta, was captive-bred. Two brains from each species, perfusion-fixed with 4% paraformaldehyde, were sectioned (50 µm section thickness) in sagittal and coronal planes. Using Ki-67 and doublecortin (DCX) antibodies, proliferating cells and immature neurons were identified in the two canonical neurogenic sites of mammals, the subventricular zone of the lateral ventricle (SVZ) giving rise to the rostral migratory stream (RMS), and the subgranular zone of the dentate gyrus of the hippocampus. In addition a temporal migratory stream (TMS), emerging from the temporal horn of the lateral ventricle to supply the piriform cortex and adjacent brain regions with new neurons, was also evident in the three prosimian species. While no Ki-67-immunoreactive cells were observed in the cerebellum, DCX-immunopositive cells were observed in the cerebellar cortex of all three species. These findings are discussed in a phylogenetic context."
"Not Just $N_e$ $N_e$-more: New Applications for SMC from Ecology to Phylogenies","https://scispace.com/paper/not-just-n-e-n-e-more-new-applications-for-smc-from-ecology-dr1mhpb33gfv","2025","Journal Article","","Peede David
Durvasula Arun
Ignatieva, Anastasia
Puckett, Emily E.","10.48550/arxiv.2506.00692","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on sequentially Markovian coalescent methods and their extensions; no primate data, geographic focus, or conservation context.","Genomes contain the mutational footprint of an organism's evolutionary history, shaped by diverse forces including ecological factors, selective pressures, and life history traits. The sequentially Markovian coalescent (SMC) is a versatile and tractable model for the genetic genealogy of a sample of genomes, which captures this shared history. Methods that utilize the SMC, such as PSMC and MSMC, have been widely used in evolution and ecology to infer demographic histories. However, these methods ignore common biological features, such as gene flow events and structural variation. Recently, there have been several advancements that widen the applicability of SMC-based methods: inclusion of an isolation with migration model, integration with the multi-species coalescent, incorporation of ecological variables (such as selfing and dormancy), inference of dispersal rates, and many computational advances in applying these models to data. We give an overview of the SMC model and its various recent extensions, discuss examples of biological discoveries through SMC-based inference, and comment on the assumptions, benefits and drawbacks of various methods. "
"Evaluating variations on the STAR algorithm for relative efficiency and sample sizes needed to reconstruct species trees.","https://scispace.com/paper/evaluating-variations-on-the-star-algorithm-for-relative-54vjk6dyxw","2012","Proceedings Article","Pacific Symposium on Biocomputing","James H. Degnan","10.1142/9789814447973_0026","https://scispace.com/pdf/evaluating-variations-on-the-star-algorithm-for-relative-54vjk6dyxw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper evaluates algorithmic variations for species‑tree inference using simulated gene trees; it contains no primate data, geographic focus, or conservation context.","Many methods for inferring species trees from gene trees have been developed when incongruence among gene trees is due to incomplete lineage sorting. A method called STAR (Liu et al, 2009), assigns values to nodes in gene trees based only on topological information and uses the average value of the most recent common ancestor node for each pair of taxa to construct a distance matrix which is then used for clustering taxa into a tree. This method is very efficient computationally, scaling linearly in the number of loci and quadratically in the number of taxa, and in simulations has shown to be highly accurate for moderate to large numbers of loci as well as robust to molecular clock violations and misestimation of gene trees from sequence data. The method is based on a particular choice of numbering nodes in the gene trees; however, other choices for numbering nodes in gene trees can also lead to consistent inference of the species tree. Here, expected values and variances for average pairwise distances and differences between average pairwise distances in the distance matrix constructed by the STAR algorithm are used to analytically evaluate efficiency of different numbering schemes that are variations on the original STAR numbering for small trees."
"Vegetation Response to Climate Change and Human Impacts in the Usambara Mountains","https://scispace.com/paper/vegetation-response-to-climate-change-and-human-impacts-in-5dhvxdw8w7","2014","Journal Article","International Scholarly Research Notices","Casian Mumbi
Casian Mumbi
Rob Marchant
Paul Lane","10.1155/2014/240510","https://scispace.com/pdf/vegetation-response-to-climate-change-and-human-impacts-in-5dhvxdw8w7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on vegetation response in the Usambara Mountains; contains no primate genetics, phylogenetics, or conservation genetics relevant to the listed criteria.","East and West Usambara Mountain blocks are unique based on three characteristics. Firstly, they are connected blocks; secondly, they have an oceanic-influenced climate; and thirdly, the rain seasons are not easily discernible due to their close proximity to the Indian Ocean and Equator. Sediment cores were collected from peat bogs in Derema (DRM) and Mbomole (MBML) in East Usambara and from Madumu (DUMU) in West Usambara. The multiproxy record provides an understanding on climate and vegetation changes during the last 5000 years. DRM and MBML cores result in radiocarbon ages and age-depth curve which showed hiatus at 20 cm and 61 cm and huge inversion for DUMU core at 57 cm. Period 5000–4000 14C yr BP for DUMU core revealed increased Montane forest indicative of relatively moist conditions. Periods 3000–2000 and 2000–1000 14C yr BP, DUMU core demonstrated increased submontane and lowland forests. Period 1000–200 14C yr BP, DUMU core signified increased coprophilous fungi while DRM and MBML cores signified fluctuating herbaceous pollen spectra (wet-dry episodes). Period 200 14C yr BP to present, all cores demonstrated stable recovery of forest types especially dominance of submontane forests. Abundant coprophilous fungi indicated increased human impacts including forest fires, cultivation, and grazing."
"Taxonomic review of the Afrotropical Genus Dicronorhina Hope, with notes on its relatives (Coleoptera: Cetoniidae)","https://scispace.com/paper/taxonomic-review-of-the-afrotropical-genus-dicronorhina-hope-42bn2hzh0n","1986","Journal Article","Zoologische Verhandelingen","R.W. Lekkerkerk
J. Krikken","","https://scispace.com/pdf/taxonomic-review-of-the-afrotropical-genus-dicronorhina-hope-42bn2hzh0n.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper reviews Afrotropical beetle genus Dicronorhina, focusing on morphology, distribution, and taxonomy, with no primate, genetic, or phylogenetic content.","The Afrotropical genus Dicronorhina Hope (= Dicranorrhina auctorum, unjustified emendation) is diagnosed and discussed. The characters of the species, subspecies and varieties are examined, and presented in a synoptic table and in an analytical key. An annotated checklist of the species, subspecies and varieties is given. Three species are recognized; in one species, five subspecies are recognized. Several varieties are discussed. Two new varietal names are proposed.
A key to the genera of larger Afrotropical Goliathini with horned males is given. The phylogeny of the Dicronorhina species and their position among the other Afrotropical Coryphocerina is briefly discussed."
"Notes on the taxonomy of Potamonautes obesus (A Milne-Edwards, 1868) and Potamonautes calcaratus (Gordon, 1929) (Brachyura: Potamoidea: Potamonautidae) from eastern and southern Africa","https://scispace.com/paper/notes-on-the-taxonomy-of-potamonautes-obesus-a-milne-edwards-3gdiphjyws","2004","Journal Article","Zootaxa","Sadie K. Reed
Neil Cumberlidge","10.11646/ZOOTAXA.418.1.1","https://scispace.com/pdf/notes-on-the-taxonomy-of-potamonautes-obesus-a-milne-edwards-3gdiphjyws.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on crab taxonomy and morphology in Tanzania; contains no genetic, primate, or conservation analyses relevant to the listed criteria.","The East African freshwater crab Potamonautes obesus (A Milne-Edwards, 1868) (family Potamonautidae) is redescribed from a large series of specimens from Tanzania and Somalia, and Potamon (Potamonautes) bottegoi de Man, 1898 is judged to be a junior objective synonym of P. obesus. The related taxon, Potamonautes calcaratus (Gordon, 1929) from Mozambique and South Africa, is recognised here as a valid species and is redescribed from type material. The distributions of P. obesus and P. calcaratus are described and discussed."
"First records of Aganainae (Lepidoptera: Erebidae) from Zanzibar Island with a description of the male of Phaegorista bisignibasis Prout, 1918","https://scispace.com/paper/first-records-of-aganainae-lepidoptera-erebidae-from-3ify0scu","2022","Journal Article","Ecologica Montenegrina","Vitaly M. Spitsyn
Elizaveta A. Spitsyna
Ivan N. Bolotov","10.37828/em.2022.56.6","https://scispace.com/pdf/first-records-of-aganainae-lepidoptera-erebidae-from-3ify0scu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on moth taxonomy and distribution in Zanzibar; no primates, genetics, or phylogenetic methods relevant to the listed criteria.","This article presents the first report on the fauna of Aganainae (Lepidoptera: Erebidae) from Zanzibar, Tanzania. Totally, three species were recorded from the island, including Phaegorista bisignibasis Prout, 1918, a rare species, which was described on the basis of the female holotype from Tanga in northeastern Tanzania. Furthermore, we describe the male of this species and illustrate its male and female genitalia for the first time."
"Evolutionary history of the thicket rats (genus Grammomys) mirrors the evolution of African forests since late Miocene","https://scispace.com/paper/evolutionary-history-of-the-thicket-rats-genus-grammomys-1aq0mvhiht","2017","Journal Article","Journal of Biogeography","Josef Bryja
Josef Bryja
Radim Šumbera
Julian C. Kerbis Peterhans
Julian C. Kerbis Peterhans
Tatiana Aghová
Tatiana Aghová
Anna Bryjová
Ondřej Mikula
Violaine Nicolas
Christiane Denys
Erik Verheyen","10.1111/JBI.12890","https://scispace.com/pdf/evolutionary-history-of-the-thicket-rats-genus-grammomys-1aq0mvhiht.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study focuses on the rodent genus Grammomys, not on African galagos or primates, and does not address the specified genetic, taxonomic, or conservation topics.","Aim
Grammomys are mostly arboreal rodents occurring in forests, woodlands and thickets throughout sub-Saharan Africa. We investigated whether the divergence events within the genus follow the existing evolutionary scenario for the development of African forests since the late Miocene.

Location
Sub-Saharan African forests and woodlands.

Methods
We inferred the molecular phylogeny of Grammomys using Bayesian and maximum likelihood methods and DNA sequences of 351 specimens collected from across the distribution of the genus. We mapped the genetic diversity, estimated the divergence times by a relaxed clock model and compared evolution of the genus with forest history.

Results
Phylogenetic analysis confirms the monophyly of Grammomys and reveals five main Grammomys lineages with mainly parapatric distributions: (1) the poensis group in Guineo-Congolese forests; (2) the selousi group with a distribution mainly in coastal forests of southern and eastern Africa; (3) the dolichurus group restricted to the easternmost part of South Africa; (4) the macmillani group in the northern part of eastern and Central Africa with one isolated species in Guinean forests; and (5) the surdaster group, widely distributed in eastern Africa south of the equator. Every group contains well supported sublineages suggesting the existence of undescribed species. The earliest split within the genus (groups 1 vs. 2–5) occurred in the late Miocene and coincides with the formation of the Rift Valley which resulted in the east–west division of the initially pan-African forest. The subsequent separation between groups (2 vs. 3–5) also dates to the end of the Miocene and suggests the split between Grammomys from coastal to upland forests in eastern Africa followed by a single dispersal event into western Africa during the Pleistocene.

Conclusions
The evolutionary history of the genus Grammomys closely reflects the accepted scenario of major historical changes in the distribution of tropical African forests since the late Miocene."
"Cryptic diversity in Rhampholeon boulengeri (Sauria: Chamaeleonidae), a pygmy chameleon from the Albertine Rift biodiversity hotspot.","https://scispace.com/paper/cryptic-diversity-in-rhampholeon-boulengeri-sauria-1oxuw1bse3","2018","Journal Article","Molecular Phylogenetics and Evolution","Daniel F. Hughes
Krystal A. Tolley
Mathias Behangana
Wilber Lukwago
Michele Menegon
J. Maximilian Dehling
Jan Stipala
Colin R. Tilbury
Arshad M. Khan
Chifundera Kusamba
Eli Greenbaum","10.1016/J.YMPEV.2017.11.015","https://works.bepress.com/arshad_m_khan/25/download/","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The study focuses on cryptic diversity in a pygmy chameleon from the Albertine Rift, not on African primates or related genetic/phylogenetic methods.",""
"Optimizing Phylogenomics with Rapidly Evolving Long Exons: Comparison with Anchored Hybrid Enrichment and Ultraconserved Elements","https://scispace.com/paper/optimizing-phylogenomics-with-rapidly-evolving-long-exons-2jgz7h9ppl","2020","Journal Article","Molecular Biology and Evolution","Benjamin R. Karin
Benjamin R. Karin
Tony Gamble
Tony Gamble
Tony Gamble
Todd R. Jackman","10.1093/MOLBEV/MSZ263","https://scispace.com/pdf/optimizing-phylogenomics-with-rapidly-evolving-long-exons-2jgz7h9ppl.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on rapidly evolving long exons in reptiles, using Bayesian coalescent species‑tree methods; no primates, African focus, or conservation context.","Marker selection has emerged as an important component of phylogenomic study design due to rising concerns of the effects of gene tree estimation error, model misspecification, and data-type differences. Researchers must balance various trade-offs associated with locus length and evolutionary rate among other factors. The most commonly used reduced representation data sets for phylogenomics are ultraconserved elements (UCEs) and Anchored Hybrid Enrichment (AHE). Here, we introduce Rapidly Evolving Long Exon Capture (RELEC), a new set of loci that targets single exons that are both rapidly evolving (evolutionary rate faster than RAG1) and relatively long in length (>1,500 bp), while at the same time avoiding paralogy issues across amniotes. We compare the RELEC data set to UCEs and AHE in squamate reptiles by aligning and analyzing orthologous sequences from 17 squamate genomes, composed of 10 snakes and 7 lizards. The RELEC data set (179 loci) outperforms AHE and UCEs by maximizing per-locus genetic variation while maintaining presence and orthology across a range of evolutionary scales. RELEC markers show higher phylogenetic informativeness than UCE and AHE loci, and RELEC gene trees show greater similarity to the species tree than AHE or UCE gene trees. Furthermore, with fewer loci, RELEC remains computationally tractable for full Bayesian coalescent species tree analyses. We contrast RELEC to and discuss important aspects of comparable methods, and demonstrate how RELEC may be the most effective set of loci for resolving difficult nodes and rapid radiations. We provide several resources for capturing or extracting RELEC loci from other amniote groups."
"Amphibia Zambesiaca 5. Zoogeography","https://scispace.com/paper/amphibia-zambesiaca-5-zoogeography-ekrzz6qoia","1991","","","J. C. Poyotoo
D. G. Broadley","","https://scispace.com/pdf/amphibia-zambesiaca-5-zoogeography-ekrzz6qoia.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on amphibian distribution in Zimbabwean highlands; no primates, genetics, or relevant phylogenetic methods.","INTRODUCfION: ZOOGEOGRAPHICAL APPROACH AND METHOD Very few amphibian species include the whole of the Zambesiaca area within their range. A primary task of a zoogeographical study of the area is therefore to attempt to identify any discrete c1usterings of species and subspecies ranges; as Hengeveld (1990: 56) has recently argued at length, 'classification remains the first stage in the description and analysis of biogeographical patterns'. The detection, description and analysis of range clusters forms the major part of present study. Beyond this lies the objective of identifying the network of factors that have shaped the present distribution patterns. This requires an understanding of the spatial behaviour of taxa in response to environmental variability (Hengeveld 1990: 72), and a knowledge of environmental history. Many conceptual and prac­ tical difficulties beset this task, which are considered in this study to the extent allowed by the currently limited amount of biological and environmental infor­ mation. Another task is the plotting of locality records published in earlier parts of this series (Poynton & Broadley 1985a 1985b 1987 1988), to assist zoogeogra­ phical analysis within a broader context of distribution patterns over Africa. These records, together with more recent records listed in an appendix and in Channing (1989), are presented on maps which also show most published locality records from surrounding territories, to indicate ranges beyond the Zambesiaca area. The maps are not however intended to be exhaustive regarding extralimital records. Locality records for the Transvaal, many of them new, have been com­ piled by Jacobsen (1990); some of the records that are particularly relevant to the present study have been included in the accompanying maps."
