"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Comparative Morphology and Speciation in Galagos","https://scispace.com/paper/comparative-morphology-and-speciation-in-galagos-21yk2r1t3u","1998","Journal Article","Folia Primatologica","Matthew J. Anderson","10.1159/000052721","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on penile and hair morphology of a few galago species; lacks genetic, phylogenetic, coalescent, or conservation analyses required by any criterion.","Galagos (bushbabies) are distributed over most of sub-saharan Africa in savannahs, woodlands and forests. In contrast to most species of diurnal primates, which generally look very different from one another, galagos may appear almost identical (cryptic) although they do not interbreed. This is because they utilise primarily vocal and olfactory modes of communication rather than visual cues for recognition of potential mates [1]. The possible existence of unrecognised galago species is indicated by the analysis of bushbaby calls recorded in the field [2]. These calls reveal absolute differences between types which had been placed within the same species. To provide further evidence, galago morphology, behaviour and genetic makeup can also be considered. This paper is a preliminary study of penile morphology and hair structure of several species of galago. It examines intraand interspecific variation in specimens of two pairs of closely related species from two genera. These species, namely, Otolemur crassicaudatus (Large-eared greater galago) and Otolemur garnettii (Garnett’s greater galago), Galago senegalensis (Senegal lesser galago) and Galago moholi (Southern lesser galago) are already well established [3]. Preliminary results are also presented for other taxa in order to test the validity of the method as a means of discriminating between species."
"Climate Cycles, Habitat Stability, and Lineage Diversification in an African Biodiversity Hotspot","https://scispace.com/paper/climate-cycles-habitat-stability-and-lineage-diversification-3u9d3p5r","2023","Journal Article","Diversity","Rauri C. K. Bowie
William B. Monahan
Jon Fjeldså","10.3390/d15030394","https://scispace.com/pdf/climate-cycles-habitat-stability-and-lineage-diversification-3u9d3p5r.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on montane bird diversification and climate cycles; lacks primate, galago, coalescent, or molecular marker content.","The Eastern Arc Mountains of Tanzania and Kenya, a montane archipelago of 13 uplifted fault blocks (sky islands) isolated by lowland arid savanna, are a center of exceptional biological endemism. Under the influence of humid winds from the Indian Ocean, forests and associated species may have persisted in this region since the final uplift of these blocks in the late Miocene. Today, these mountains are inhabited by a remarkable diversity of bird species. To better understand the evolutionary processes behind this diversity, we combined molecular phylogenetic studies of East African montane birds with paleoclimate modeling of its montane forests. Across its largest lowland barrier, the 125 km between the Usambara and Nguru/Nguu Mountains, 10 of the 14 bird lineages exhibited a phylogeographic break. Using Bayesian methods, we established that at least three periods of forest contraction and expansion affected the diversification of Eastern Arc birds. Habitat distribution models suggest that lower-elevation hills may have acted as stepping-stones connecting isolated highlands to allow for the dispersal of montane forest-dependent species across them. Periods of vicariance during paleoclimatic cycles extending back through the Last Glacial Maximum would have then isolated these populations within the highlands they had reached. The broad distribution of neoendemic species across the mountains of East Africa provides evidence of climate cycling as a driver of lineage diversification. The high incidence of narrow-range endemism of paleoendemic species on the Usambara, Uluguru, and Udzungwa Mountains of this region is harder to explain. Our paleoclimate models retrodicted the persistence of montane forest during climate cycles on several Eastern Arc sky islands but not on the Southern Tanzania Volcanic Highlands. Consistent with recent theoretical work, different rates of local extinction rather than increased rates of lineage diversification may explain the pattern of excessive narrow-range endemism on some sky islands over others. Thus, a regional filtering effect is generated, with paleoendemics maintaining populations through time only in areas where habitat persisted, providing a credible explanation for the dramatic variance in levels of endemism among different East African sky islands."
"Modelling potential Pleistocene habitat corridors between Afromontane forest regions","https://scispace.com/paper/modelling-potential-pleistocene-habitat-corridors-between-1exa36vi4c","2021","Journal Article","Biodiversity and Conservation","Kaitlin E. Allen
Walter P. Tapondjou
Benedictus Freeman
Jacob C. Cooper
Rafe M. Brown
A. Townsend Peterson","10.1007/S10531-021-02198-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on climatic niche modeling of Afromontane trees, shrubs, and birds; no primate phylogenetics, galago systematics, molecular markers, or detailed East African forest refugia analysis.","The unusually high floral and faunal similarity between the different regions of the Afromontane archipelago has been noted by biogeographers since the late 1800s. A possible explanation for this similarity is the spread of montane habitat into the intervening lowlands during the glacial periods of the Pleistocene, allowing biotic exchange between mountain ranges. In this study, we sought to infer the existence and most likely positions of these potential habitat corridors. We focused on sixteen Afromontane endemic tree, shrub, and bird species in the Cameroon Volcanic Line, East African Rift and Great Escarpment. Species were chosen based on distribution above 1200–1500 m in at least two of the major Afromontane regions. Ecological niche models were developed for each species in the present and projected to the mid-Holocene and the last glacial maximum (LGM). Models were thresholded to create binary maps of presence/absence and then summed across taxa to estimate potential LGM and mid-Holocene distributions. We found widespread climatic suitability for our montane taxa throughout the lowlands of Central Africa during the LGM, connecting all regions of the Afromontane archipelago except the Ethiopian Highlands and the Dahomey Gap. During the mid-Holocene, we noted more limited climatic suitability for fewer species in lowland areas. Although we set out to test predictions derived from alternatively hypothesized corridors, we instead found widespread climatic suitability connecting Afromontane regions across the entire Congo Basin for all species."
"Historical relationships of African mountains based on cladistic analysis of distributions and endemism of flightless insects","https://scispace.com/paper/historical-relationships-of-african-mountains-based-on-4lc60mnomv","2007","Journal Article","African Entomology","Simone Fattorini","10.4001/1021-3589-15.2.340","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on flightless insects and mountain-area cladistics; contains no primate, galago, molecular, or forest‑refugia analyses.","Distributional and taxonomic information on flightless insects were used in a cladistic analysis of distributions and endemism (CADE) to generate a testable hypothesis of area-relationships for the central eastern African mountains. A tree was obtained where the relationships of all mountain areas were resolved according to a hierarchical, time-dependent sequence of vicariance events. It is inferred that most of the present species distributions originated as a consequence of forest fragmentation during the Pleistocene cycles of cooling and drying of the climate. Around 150 000–130 000 years ago, Africa experienced colder, dryer conditions than present conditions. This could have been the first stimulus in the last glacial/interglacial cycle for a large vicariance among different mountain systems. About 130 000 years ago, a warmer, moister phase than the present began, and this condition could have represented an important occasion for the widespread distribution of some genera and species among neighbour..."
"Diversification of African greenbuls in space and time: linking ecological and historical processes","https://scispace.com/paper/diversification-of-african-greenbuls-in-space-and-time-t061pz2kgd","2007","Journal Article","Journal of Ornithology","Jon Fjeldså
Ulf S. Johansson
L. G. Sampath Lokugalappatti
Rauri C. K. Bowie
Rauri C. K. Bowie","10.1007/S10336-007-0179-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on African greenbul bird diversification, not on primates, galagos, or their genetics; no relevant methods, taxa, or regions addressed.","The process of diversification of African forest birds since the upper Tertiary can be illustrated by linking together a well-resolved phylogeny and species distribution for the 65 species of African greenbuls (Pycnonotidae, exculsive bulbuls). The geographical pattern of species richness and of branch-length sums resembles the general forest biodiversity pattern, with richness peaks corresponding to postulated Pleistocene forest refuges. However, closer examination reveals that this is caused by the disproportionately high contribution of data points representing old and widespread species. Most of the recently evolved species have tiny geographical ranges, mostly in the montane areas, and therefore contribute little to the overall picture. It is suggested that speciation may generally take place in topographically well-structured areas but that species distributions are gradually shifted towards productive lowland areas as a consequence of long-term range dynamics."
"Mitochondrial Versus Nuclear Gene Sequences in Deep-Level Mammalian Phylogeny Reconstruction","https://scispace.com/paper/mitochondrial-versus-nuclear-gene-sequences-in-deep-level-109jgn6j1w","2001","Journal Article","Molecular Biology and Evolution","Mark S. Springer
Ronald W. DeBry
Christophe J. Douady
Heather M. Amrine
Ole Madsen
Wilfried W. de Jong
Michael J. Stanhope","10.1093/OXFORDJOURNALS.MOLBEV.A003787","https://scispace.com/pdf/mitochondrial-versus-nuclear-gene-sequences-in-deep-level-109jgn6j1w.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on mitochondrial vs nuclear gene performance for deep mammalian phylogeny; lacks coalescent methods, galago-specific data, East African forest context, or species‑delimitation marker guidance.","Both mitochondrial and nuclear gene sequences have been employed in efforts to reconstruct deep-level phylogenetic relationships. A fundamental question in molecular systematics concerns the efficacy of different types of sequences in recovering clades at different taxonomic levels. We compared the performance of four mitochondrial data sets (cytochrome b, cytochrome oxidase II, NADH dehydrogenase subunit I, 12S rRNA-tRNA-16S rRNA) and eight nuclear data sets (exonic regions of alpha-2B adrenergic receptor, aquaporin, ss-casein, gamma-fibrinogen, interphotoreceptor retinoid binding protein, kappa-casein, protamine, von Willebrand Factor) in recovering deep-level mammalian clades. We employed parsimony and minimum-evolution with a variety of distance corrections for superimposed substitutions. In 32 different pairwise comparisons between these mitochondrial and nuclear data sets, we used the maximum set of overlapping taxa. In each case, the variable-length bootstrap was used to resample at the size of the smaller data set. The nuclear exons consistently performed better than mitochondrial protein and rRNA-tRNA coding genes on a per-residue basis in recovering benchmark clades. We also concatenated nuclear genes for overlapping taxa and made comparisons with concatenated mitochondrial protein-coding genes from complete mitochondrial genomes. The variable-length bootstrap was used to score the recovery of benchmark clades as a function of the number of resampled base pairs. In every case, the nuclear concatenations were more efficient than the mitochondrial concatenations in recovering benchmark clades. Among genes included in our study, the nuclear genes were much less affected by superimposed substitutions. Nuclear genes having appropriate rates of substitution should receive strong consideration in efforts to reconstruct deep-level phylogenetic relationships."
"Cryptic Diversity in the Genus Miniopterus with the Description of a New Species from Southern Africa","https://scispace.com/paper/cryptic-diversity-in-the-genus-miniopterus-with-the-y1wcyd548hkg","2024","Repository","","Monadjem, Ara
Guyton, Jen
Naskrecki, Piotr
Richards, Leigh R.
Kropff, Anna S.
Dalton, Desire L.","10.5281/zenodo.13445064","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a new Miniopterus bat species in Mozambique/Malawi, using cyt b and COI markers; no primate, galago, or East African forest phylogeography content.","(Uploaded by Plazi for the Bat Literature Project) Species richness in the genus Miniopterus has been greatly under-reported, with a large number of taxa having been discovered and described in the past two decades. Using molecular, standard morphometrics and acoustic data, we present evidence for the existence of a new species in Mozambique and neighbouring Malawi. Based on cytochrome b (cyt b) and cytochrome oxidase I (COI), the new species is sister to M. minor, from which it is readily distinguishable by its larger size (including non-overlapping forearm measurements, allowing separation in the field). It is distinguishable from sympatric M. mossambicus, itself a newly described taxon from Mozambique, by forearm measurements and a peach-orange wash to the skin around the eyes. In external appearance, it is most similar to M. fraterculus, from which it is only reliably identifiable by multivariate analysis of craniodental features and by a genetic distance of 6.4% in the cyt b gene; the two species also occupy widely differing geographic ranges. The type locality of the new species is Mount Gorongosa, and all known records are from large mountains in central and northern Mozambique and southern Malawi. Further research is required to establish its geographic range and understand its basic ecology. Considering its relatively restricted distribution to threatened montane habitats, we suggest that its global conservation status be urgently assessed. "
"A comparative analysis of Y chromosome and mtDNA phylogenies of the Hylobates gibbons","https://scispace.com/paper/a-comparative-analysis-of-y-chromosome-and-mtdna-phylogenies-2fiv9wue2y","2012","Journal Article","BMC Evolutionary Biology","Yi-Chiao Chan
Christian Roos
Miho Inoue-Murayama
Eiji Inoue
Chih-Chin Shih
Linda Vigilant","10.1186/1471-2148-12-150","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Hylobates gibbon Y‑chromosome vs mtDNA phylogenies; does not address coalescent methods, galagos, East African forests, or conservation genetics of galagos.","The evolutionary relationships of closely related species have long been of interest to biologists since these species experienced different evolutionary processes in a relatively short period of time. Comparison of phylogenies inferred from DNA sequences with differing inheritance patterns, such as mitochondrial, autosomal, and X and Y chromosomal loci, can provide more comprehensive inferences of the evolutionary histories of species. Gibbons, especially the genus Hylobates, are particularly intriguing as they consist of multiple closely related species which emerged rapidly and live in close geographic proximity. Our current understanding of relationships among Hylobates species is largely based on data from the maternally-inherited mitochondrial DNAs (mtDNAs). To infer the paternal histories of gibbon taxa, we sequenced multiple Y chromosomal loci from 26 gibbons representing 10 species. As expected, we find levels of sequence variation some five times lower than observed for the mitochondrial genome (mtgenome). Although our Y chromosome phylogenetic tree shows relatively low resolution compared to the mtgenome tree, our results are consistent with the monophyly of gibbon genera suggested by the mtgenome tree. In a comparison of the molecular dating of divergences and on the branching patterns of phylogeny trees between mtgenome and Y chromosome data, we found: 1) the inferred divergence estimates were more recent for the Y chromosome than for the mtgenome, 2) the species H. lar and H. pileatus are monophyletic in the mtgenome phylogeny, respectively, but a H. pileatus individual falls into the H. lar Y chromosome clade. Based on the ~6.4 kb of Y chromosomal DNA sequence data generated for each of the 26 individuals in this study, we provide molecular inferences on gibbon and particularly on Hylobates evolution complementary to those from mtDNA data. Overall, our results illustrate the utility of comparative studies of loci with different inheritance patterns for investigating potential sex specific processes on the evolutionary histories of closely related taxa, and emphasize the need for further sampling of gibbons of known provenance."
"Modern Phylogenomics: Building Phylogenetic Trees Using the Multispecies Coalescent Model.","https://scispace.com/paper/modern-phylogenomics-building-phylogenetic-trees-using-the-2mvx16znnx","2019","Book Chapter","Methods of Molecular Biology","Liang Liu
Christian N. Anderson
Dennis K. Pearl
Scott V. Edwards","10.1007/978-1-4939-9074-0_7","https://scispace.com/pdf/modern-phylogenomics-building-phylogenetic-trees-using-the-2mvx16znnx.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MSC frameworks and two‑step methods, but lacks primate‑specific applications, dwarf galago focus, East African phylogeography, marker details, or southern African galago conservation.","The multispecies coalescent (MSC) model provides a compelling framework for building phylogenetic trees from multilocus DNA sequence data. The pure MSC is best thought of as a special case of so-called ""multispecies network coalescent"" models, in which gene flow is allowed among branches of the tree, whereas MSC methods assume there is no gene flow between diverging species. Early implementations of the MSC, such as ""parsimony"" or ""democratic vote"" approaches to combining information from multiple gene trees, as well as concatenation, in which DNA sequences from multiple gene trees are combined into a single ""supergene,"" were quickly shown to be inconsistent in some regions of tree space, in so far as they converged on the incorrect species tree as more gene trees and sequence data were accumulated. The anomaly zone, a region of tree space in which the most frequent gene tree is different from the species tree, is one such region where many so-called ""coalescent"" methods are inconsistent. Second-generation implementations of the MSC employed Bayesian or likelihood models; these are consistent in all regions of gene tree space, but Bayesian methods in particular are incapable of handling the large phylogenomic data sets currently available. Two-step methods, such as MP-EST and ASTRAL, in which gene trees are first estimated and then combined to estimate an overarching species tree, are currently popular in part because they can handle large phylogenomic data sets. These methods are consistent in the anomaly zone but can sometimes provide inappropriate measures of tree support or apportion error and signal in the data inappropriately. MP-EST in particular employs a likelihood model which can be conveniently manipulated to perform statistical tests of competing species trees, incorporating the likelihood of the collected gene trees on each species tree in a likelihood ratio test. Such tests provide a useful alternative to the multilocus bootstrap, which only indirectly tests the appropriateness of competing species trees. We illustrate these tests and implementations of the MSC with examples and suggest that MSC methods are a useful class of models effectively using information from multiple loci to build phylogenetic trees."
"Molecular phylogeny of the New World monkeys (Platyrrhini, primates) based on two unlinked nuclear genes: IRBP intron 1 and epsilon-globin sequences.","https://scispace.com/paper/molecular-phylogeny-of-the-new-world-monkeys-platyrrhini-lng3ag7ww3","1996","Journal Article","American Journal of Physical Anthropology","Harald Schneider
Iracilda Sampaio
M. L. Harada
C. M. L. Barroso
Maria Paula Cruz Schneider
John Czelusniak
Morris Goodman","10.1002/(SICI)1096-8644(199606)100:2<153::AID-AJPA1>3.0.CO;2-Z","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on New World monkey phylogeny using IRBP and epsilon‑globin; does not address coalescent methods, African galagos, East African biogeography, broader marker suites, or conservation genetics.","Nuclear sequences of the 1.8 kilobase (kb) long intron 1 of the interstitial retinol-binding protein gene (IRBP), previously determined for 11 of the 16 extant genera of New World monkeys (superfamily Ceboidea, infraorder Platyrrhini), have now been determined for the remaining 5 genera. The maximum parsimony trees found, first with IRBP sequences alone and then with tandemly combined IRBP and epsilon-globin gene sequences from the same species, supported a provisional cladistic classification with the following clusters. Subtribes Callitrichina (Callithrix, Cebuella), Callimiconina (Callimico), Leontopithecina (Leontopithecus) and Saguina (Saguinus) constitute subfamily Callitrichinae, and subfamilies Callitrichinae, Aotinae (Aotus), and Cebinae (Cebus, Saimiri) constitute family Cebidae. Subtribes Chiropotina (Chiropotes, Cacajao) and Pitheciina (Pithecia) constitute tribe Pitheciini; and tribes Pitheciini and Callicebini (Callicebus) constitute subfamily Pitheciinae. Subtribes Brachytelina (Brachyteles, Lagothrix) and Atelina (Ateles) constitute tribe Atelini, and tribes Atelini and Alouattini (Alouatta) constitute subfamily Atelinae. The parsimony results were equivocal as to whether Pitheciinae should be grouped with Atelinae in family Atelidae or have its own family Pitheciidae. The cladistic groupings of extant ceboids were also examined by different stochastic evolutionary models that employed the same stochastic process of nucleotide substitutions but alternative putative phylogenetic trees on which the nucleotide substitutions occurred. Each model, i.e., each different tree, predicted a different multinomial distribution of nucleotide character patterns for the contemporary sequences. The predicted distributions that were closest to the actual observed distributions identified the best fitting trees. The cladistic relationships depicted in these best fitting trees agreed in almost all cases with those depicted in the maximum parsimony trees."
"Late Pleistocene molecular dating of past population fragmentation and demographic changes in African rain forest tree species supports the forest refuge hypothesis","https://scispace.com/paper/late-pleistocene-molecular-dating-of-past-population-1k3ko1u5qy","2015","Journal Article","Journal of Biogeography","Jérôme Duminil
Jérôme Duminil
Stefano Mona
Patrick Mardulyn
Charles Doumenge
Frédéric Walmacq
Jean-Louis Doucet
Olivier J. Hardy","10.1111/JBI.12510","https://scispace.com/pdf/late-pleistocene-molecular-dating-of-past-population-1k3ko1u5qy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on tree species, nuclear gene phylogeography, and forest refuge hypothesis; no primate, galago, or mammalian coalescent analyses presented.","Aim Phylogeographical signatures of past population fragmentation and demographic change have been reported in several African rain forest trees. These signatures have usually been interpreted in the light of the Pleistocene forest refuge hypothesis, although dating these events has remained impracticable because of inadequate genetic markers. We assess the timing of interspecific and intraspecific genetic differentiation and demographic changes within two rain forest Erythrophleum tree species (Fabaceae: Caesalpinioideae). Location Tropical forests of Upper Guinea (West Africa) and Lower Guinea (Atlantic Central Africa). Methods Six single-copy nuclear genes were used to characterize the phylogeographical patterns of the parapatric sister species Erythrophleum suaveolens (characteristic of semi-deciduous or gallery forests) and Erythrophleum ivorense (characteristic of evergreen forests). The number of gene pools within each species was determined and the timings of their divergence and past demographic changes were estimated using Bayesian-based coalescent approaches. Results Three geographically separated gene pools were identified within E. suaveolens, and a single gene pool was inferred in E. ivorense. All gene pools show signatures of demographic bottlenecks concomitant with the last glacial period (c. 120–12 ka). Species-tree inferences show that the two species diverged c. 600 ka, whereas the divergence between E. suaveolens gene pools was dated to the late Pleistocene (first divergence c. 120 ka, second c. 60 ka). Main conclusions (1) Molecular dating of demographic changes of two African tropical forest tree species is consistent with the Pleistocene forest refuge hypothesis. (2) Tree species from Guinean evergreen tropical forests might have been less affected by past climate change than semi-deciduous species. (3) Our phylogeographical data support a recent date (Holocene) of the last opening of the Dahomey Gap. (Resume d'auteur)"
"Pleistocene population expansions of shade-tolerant trees indicate fragmentation of the African rainforest during the Ice Ages","https://scispace.com/paper/pleistocene-population-expansions-of-shade-tolerant-trees-dfzmsfr9e8","2017","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Rosalía Piñeiro
Gilles Dauby
Esra Kaymak
Olivier J. Hardy","10.1098/RSPB.2017.1800","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on tree species' Pleistocene expansions, not on primates, galagos, or molecular phylogenetics; therefore irrelevant to all listed criteria.","The fossil record in tropical Africa suggests that dry conditions during the Ice Ages caused expansion of savannahs and contraction of the rainforest. Forest refugia have been proposed to be locate..."
"Persistent Quaternary climate refugia are hospices for biodiversity in the Anthropocene","https://scispace.com/paper/persistent-quaternary-climate-refugia-are-hospices-for-69jopbj41p","2020","Journal Article","Nature Climate Change","Stuart C. Brown
Tom M. L. Wigley
Tom M. L. Wigley
Bette L. Otto-Bliesner
Carsten Rahbek
Damien A. Fordham
Damien A. Fordham","10.1038/S41558-019-0682-7","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on climate stability and future refugia for biodiversity, without addressing primate coalescent methods, galago systematics, phylogeography, molecular markers, or conservation genetics.","Climate stability leads to high levels of speciation and reduced extinction rates, shaping species richness patterns1–3. Hotspots of species diversity often overlap with regions that experienced stable temperatures and, perhaps, variable rates of precipitation during the late Quaternary4,5. These hotspots potentially harbour many species with low vagility and small geographical ranges6, making them more vulnerable to future ecoclimatic change4,7,8. By comparing global and regional patterns of climate stability during short periods of unusually large and widespread climate changes since the Last Glacial Maximum with twenty-first-century patterns, we show that human-driven climate change will disproportionally affect biodiversity in late Quaternary climate refugia, ultimately affecting the species, communities and ecosystems that are most vulnerable to climate change. Moreover, future changes in absolute temperature will probably erode the mechanisms that are theorized to sustain biodiversity hotspots across time. These impending shifts from stable to unstable temperatures—projected for the majority of the world’s biodiversity regions—threaten to reduce the size and extent of important climatic safe havens for diversity. Where climate refugia are forecast to persist until the end of this century, temperatures in these refuges are likely to exceed the acclimation capacity of many species, making them short-term hospices for biodiversity at best7–9. The stability of climatic conditions since the Last Glacial Maximum has contributed to current global patterns of species richness. Changes in patterns of climate stability this century reveal areas where climate change could reduce biodiversity, with largest losses in past climatic safe havens."
"A case of cryptic diversity in the bat Hsunycteris thomasi (Lonchophyllinae, Chiroptera): New insights into unrecognized species","https://scispace.com/paper/a-case-of-cryptic-diversity-in-the-bat-hsunycteris-thomasi-8g95a3gs7c81","2024","Repository","","Sampaio, Iracilda
Nagamachi Cleusa Yoshiko
Pieczarka Julio Cesar","10.5281/zenodo.13422414","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on bat cryptic diversity, chromosome painting, and morphometrics; does not address primates, galagos, or East African forest phylogeography.","(Uploaded by Plazi for the Bat Literature Project) Integrating different lines of evidence is currently recognized as the most robust approach to investigating taxonomic questions, particularly those concerning cryptic diversity. In recent years, different sources of evidence have pointed to new cryptic taxa for bats, with the genus Hsunycteris being an excellent study group because of its large karyotypic variability and high genetic divergence revealed by the latest taxonomic and systematic reviews. This study tests the cryptic diversity hypothesis for the Hsunycteris thomasi complex through an integrative approach using species delimitation, phylogenetic analysis, chromosome painting, and linear morphometry. Our results suggest the existence of three lineages for H. thomasi that are morphologically indistinguishable, confirming the two previously described lineages in the literature and adding a third. We argue that the paraphyly in H. thomasi, as reported by previous studies, should be treated as independent species since they have unique evolutionary histories. Finally, we demonstrate that chromosomal and molecular methods are indispensable for recognizing and confirming groups that include cryptic species or species with confusing and controversial taxonomy. "
"Reduced representation approaches produce similar results to whole genome sequencing for some common phylogeographic analyses","https://scispace.com/paper/reduced-representation-approaches-produce-similar-results-to-4gav624vko","2023","Journal Article","PLOS ONE","Drew Duckett
Kailee Calder
Jack Sullivan
David C. Tank
Bryan C. Carstens","10.1371/journal.pone.0291941","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on water vole phylogeography using mitochondrial, GBS, UCE, and low-coverage genomes; no primate, galago, or East African forest content.","When designing phylogeographic investigations researchers can choose to collect many different types of molecular markers, including mitochondrial genes or genomes, SNPs from reduced representation protocols, large sequence capture data sets, and even whole genomes. Given that the statistical power and accuracy of various analyses are expected to differ depending on both the type of marker and the amount of data collected, an exploration of the variance across methodological results as a function of marker type should provide valuable information to researchers. Here we collect mitochondrial Cytochrome b sequences, whole mitochondrial genomes, single nucleotide polymorphisms (SNP)s isolated using a genotype by sequencing (GBS) protocol, sequences from ultraconserved elements, and low-coverage nuclear genomes from the North American water vole (Microtus richardsoni). We estimate genetic distances, population genetic structure, and historical demography using data from each of these datasets and compare the results across markers. As anticipated, the results exhibit differences across marker types, particularly in terms of the resolution offered by different analyses. A cost-benefit analysis indicates that SNPs collected using a GBS protocol are the most cost-effective molecular marker, with inferences that mirror those collected from the whole genome data at a fraction of the cost per sample."
"StarBeast3: Adaptive Parallelized Bayesian Inference under the Multispecies Coalescent","https://scispace.com/paper/starbeast3-adaptive-parallelized-bayesian-inference-under-o79fqsdh","2022","Journal Article","Systematic Biology","Jordan Douglas
Cinthy Lorena Jiménez-Silva
Remco R. Bouckaert","10.1093/sysbio/syac010","https://academic.oup.com/sysbio/advance-article-pdf/doi/10.1093/sysbio/syac010/42807763/syac010.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general MSC software development and performance; lacks primate, galago, East African, or marker‑specific content required by the criteria.","Abstract As genomic sequence data become increasingly available, inferring the phylogeny of the species as that of concatenated genomic data can be enticing. However, this approach makes for a biased estimator of branch lengths and substitution rates and an inconsistent estimator of tree topology. Bayesian multispecies coalescent (MSC) methods address these issues. This is achieved by constraining a set of gene trees within a species tree and jointly inferring both under a Bayesian framework. However, this approach comes at the cost of increased computational demand. Here, we introduce StarBeast3—a software package for efficient Bayesian inference under the MSC model via Markov chain Monte Carlo. We gain efficiency by introducing cutting-edge proposal kernels and adaptive operators, and StarBeast3 is particularly efficient when a relaxed clock model is applied. Furthermore, gene-tree inference is parallelized, allowing the software to scale with the size of the problem. We validated our software and benchmarked its performance using three real and two synthetic data sets. Our results indicate that StarBeast3 is up to one-and-a-half orders of magnitude faster than StarBeast2, and therefore more than two orders faster than *BEAST, depending on the data set and on the parameter, and can achieve convergence on large data sets with hundreds of genes. StarBeast3 is open-source and is easy to set up with a friendly graphical user interface. [Adaptive; Bayesian inference; BEAST 2; effective population sizes; high performance; multispecies coalescent; parallelization; phylogenetics.]"
"Multi‐locus species delimitation in closely related animals and fungi: one marker is not enough","https://scispace.com/paper/multi-locus-species-delimitation-in-closely-related-animals-2iz3k55jrc","2012","Journal Article","Molecular Ecology","Julian R. Dupuis
Amanda D. Roe
Felix A. H. Sperling","10.1111/J.1365-294X.2012.05642.X","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-294X.2012.05642.x","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general multi‑locus delimitation across taxa; lacks primate‑specific coalescent methods, dwarf galago data, East African forest context, primate marker details, or southern African galago conservation.","Despite taxonomy’s 250-year history, the past 20 years have borne witness to remarkable advances in technology and techniques, as well as debate. DNA barcoding has generated a substantial proportion of this debate, with its proposition that a single mitochondrial sequence will consistently identify and delimit species, replacing more evidence-rich and time-intensive methods. Although mitochondrial DNA (mtDNA) has since been the focus of voluminous discussion and case studies, little effort has been made to comprehensively evaluate its success in delimiting closely related species. We have conducted the first broadly comparative literature review addressing the efficacy of molecular markers for delimiting such species over a broad taxonomic range. By considering only closely related species, we sought to avoid confusion of success rates with those due to deeply divergent taxa. We also address whether increased population-level or geographic sampling affects delimitation success. Based on the results from 101 studies, we found that all marker groups had approximately equal success rates (∼70%) in delimiting closely related species and that the use of additional loci increased average delimitation success. We also found no relationship between increased sampling of intraspecific variability and delimitation success. Ultimately, our results support a multi-locus integrative approach to species delimitation and taxonomy."
